Key	Type	Desc	English	Français
Conditions/ChanceOnRangeHitToSpawnOctopusBossProjectile	Text		{0}% chance on range hit to spawn a tornado	{0}% de chances d'engendrer une tornade en cas de tir à distance
Conditions/ChanceOnRangeShotToApplySlowedBySlime	Text		20% chance to slow down target by {0}% on ranged hit	20 % de chances de ralentir la cible de {0}% lors d'un coup à distance
Conditions/ChanceOnRangeShotToStun	Text		{0}% chance to stun targets on ranged hit	{0}% de chances d'étourdir les cibles lors d'un coup à distance
Conditions/ChanceOnShotToGainCriticalHitChance	Text		{0}% chance on ranged hit to increase critical hit chance by 100% for a short duration	{0}% de chance sur un coup à distance d'augmenter les chances de coup critique de 100 % pendant une courte durée
Conditions/ChanceOnShotToIncreaseMeleeDamage	Text		{0}% chance on ranged hit to increase melee damage by 15%	{0}% de chances qu'un coup à distance augmente les dégâts de mêlée de 15 %
Conditions/ChanceToApplyCharmed	Text		Charm the target for 20 sec	Charme la cible pendant 20 secondes
Conditions/ChanceToApplyPoisonOnBlock	Text		{0}% chance to apply poison when blocking melee hits, reduces enemy healing received by 75%	{0}% de chances d'appliquer du poison lors du blocage des coups de mêlée, réduit les soins reçus par l'ennemi de 75 %
Conditions/ChanceToApplyPoisoned	Text		{0}% chance to apply poison on hit, reduces enemy healing received by 75%	{0}% de chances d'appliquer du poison en cas de coup, réduit les soins reçus par l'ennemi de 75 %
Conditions/ChanceToConsumeBurning	Text		{0}% chance on hit to consume target's burning effect and deal the total burning damage immediately	{0}% de chances de toucher la cible pour consommer ses brûlures
Conditions/ChanceToDealTripleDamage	Text		{0}% chance on hit to deal triple amount of damage	{0}% de chances sur le coup d’infliger trois fois plus de dégâts
Conditions/ChanceToGainExtraCookedFood	Text		{0}% extra cooked food chance	{0}% de chances supplémentaires d'aliments cuits
Conditions/ChanceToGainExtraItemFromAlchemy	Text		{0}% chance to gain an extra item when crafting any item at the alchemy table or distillery	{0}% de chances de gagner un objet supplémentaire lors de la fabrication d'un objet à la table d'alchimie ou à la distillerie
Conditions/ChanceToGainExtraItemFromBaseBuilding	Text		{0}% chance to gain an extra item when crafting any wall, floor, bridge or fence	{0}% de chances de gagner un objet supplémentaire lors de la fabrication d'un mur, d'un sol, d'un pont ou d'une clôture
Conditions/ChanceToGainRarePlant	Text		{0}% chance that plants planted by you become golden	{0}% de chances que les plantes que vous avez plantées deviennent dorées
Conditions/ChanceToGetDoubleFish	Text		{0}% chance to get double fish when catching a fish	{0}% de chances d'obtenir un poisson doublé en attrapant un poisson
Conditions/ChanceToNotConsumeWaterCan	Text		{0}% chance to not consume water when using water can	{0}% de chances de ne pas consommer d'eau lorsque vous utilisez un arrosoir
Conditions/ChanceToRestoreHealthOnMeleeHit	Text		10% chance on melee hit to restore {0}% health	10 % de chances de restaurer {0}% de points de vie en cas de coup en mêlée
Conditions/ChanceToShootShockWaveOnBlock	Text		{0}% chance on block to release energy shockwaves dealing damage equal to what was blocked	{0}% de chances en cas de blocage de libérer des ondes de choc énergétiques infligeant des dégâts égaux à ce qui a été bloqué
Conditions/CheatDeath	Text		{0}% chance to restore a bit of health instead of dying when taking lethal damage	{0}% de chances de restaurer un peu de santé au lieu de mourir en subissant des dégâts mortels
Conditions/CritChance	Text		{0}% critical hit chance	{0}% de chances de coup critique
Conditions/CritDamageIncreaseAgainstBurning	Text		{0}% critical hit damage against burning targets	{0}% de dégâts critique contre des cibles en feu
Conditions/CriticalDamagePercentageIncrease	Text		{0}% critical hit damage	{0}% de dégâts critiques
Conditions/DamageIncreaseAgainstBurning	Text		{0}% damage against burning targets	{0}% de dégâts contre les cibles en feu
Conditions/DamageIncreaseAgainstPoisoned	Text		{0}% damage against poisoned targets	{0}% de dégâts contre les cibles empoisonnées
Conditions/DamageIncreaseAgainstStunned	Text		{0}% damage against stunned targets	{0}% de dégâts contre les cibles étourdies
Conditions/DamageIncreaseFromRunning	Text		{0}% damage from running	{0}% de dégâts dus à la course
Conditions/DealAoeFireDamageOnBlock	Text		Deals {0} damage to all nearby enemies when blocking with the shield	Inflige {0} de dégâts à tous les ennemis proches en bloquant avec le bouclier
Conditions/DiggingIncrease	Text		{0} digging damage	{0} dégâts de creusement
Conditions/DodgeChance	Text		{0}% dodge chance	{0}% de chances d'esquiver
Conditions/DodgeIncreaseFromStandingStill	Text		{0} % dodge chance from standing still	{0}% de chances d'esquiver en restant immobile
Conditions/DrainLessHunger	Text		{0}% less food drained when running	{0}% de nourriture consommée en moins lorsque vous courez
Conditions/EquipmentDurabilityLastsLonger	Text		{0}% chance to not lose durability on equipment when taking damage	{0}% de chances de ne pas perdre la durabilité de l'équipement lorsqu'il subit des dégâts
Conditions/ExtraHarvestChance	Text		{0}% extra harvest chance	{0}% de chances de récolte supplémentaires
Conditions/FishBitesFaster	Text		Fish bites {0}% faster	Le poisson mord {0}% plus rapidement
Conditions/FishStartsCloserToBeReeledIn	Text		Fish starts {0}% closer to be reeled in	Le poisson commence {0}% plus près pour être ramené
Conditions/GainArmorAtLowHealth	Text		{0}% armor while at low health	{0}% d'armure lorsque votre santé est faible
Conditions/GainAttackSpeedBoostAfterDodge	Text		{0}% melee and range attack speed for a short duration after dodging	{0}% de vitesse d'attaque en mêlée et à distance pendant une courte durée après avoir esquivé
Conditions/GainAttackSpeedFromMissingHealth	Text		Attack speed is increased by 0.2% for every percentage of missing health	La vitesse d'attaque est augmentée de 0,2% pour chaque pourcentage de santé manquante
Conditions/GainCriticalHitChanceFromStandingStill	Text		{0}% critical hit chance after standing still for a short duration	{0}% de chances de coup critique après être resté immobile pendant une courte durée
Conditions/GainDamageIncreaseAfterMining	Text		{0}% damage for a short duration after mining a wall	{0}% de dégâts pendant une courte durée après avoir miné un mur
Conditions/GainDamageIncreaseAtLowHealth	Text		{0}% damage while at low health	{0}% de dégâts en cas de santé faible
Conditions/GainDamageIncreaseAtMaxHealth	Text		{0}% damage while at max health	{0}% de dégâts quand la santé est au maximum
Conditions/GainDamageIncreaseFromRunning	Text		{0}% damage after consistently running for a short duration	{0}% de dégâts après une course constante pendant une courte durée
Conditions/GainDodgeIncreaseWhileStandingStill	Text		{0}% dodge chance after standing still for a short duration	{0}% de chances d'esquiver après être resté immobile pendant une courte durée
Conditions/GainExtraIndustryItems	Text		{0} extra items gained when crafting rails, wires or conveyor belts.	{0} objets supplémentaires gagnés lors de la fabrication de rails, de câbles ou de tapis roulants.
Conditions/GainHealthRegenWhileBelowHalfHealth	Text		Gain {0} health every sec while below half max health	Gagnez {0} points de vie toutes les secondes tant que vous avez moins de la moitié de vos points de vie maximum
Conditions/GainIncreasedBossDamageFromEatingFish	Text		{0}% damage against bosses after eating fish or cooked food made out of fish	{0}% de dégâts contre les boss après avoir mangé du poisson ou des plats cuisinés à base de poisson
Conditions/GainIncreasedMaxHealthFromAllSkillPoints	Text		{0}% of all skill points added to max health	{0}% de tous vos points de compétence sont ajoutés à la santé maximale
Conditions/GainIncreasedMaxHealthFromPet	Text		{0}% health when a pet is equipped	{0}% de santé lorsqu'un familier est équipé
Conditions/GainMeleeAttackSpeedFromCookedFood	Text		{0}% melee attack speed when eating cooked food	{0}% de vitesse d'attaque en mêlée lorsque vous mangez des aliments cuits
Conditions/GainMeleeDamageFromHitting	Text		Gain 2% melee damage every time an enemy is hit, stacks up to {0} times	Gagnez 2 % de dégâts de mêlée à chaque fois qu'un ennemi est touché, cumulable jusqu'à {0} fois
Conditions/GainMeleeDamageIncreaseFromHittingSameTarget	Text		Gain {0}% melee damage when hitting the same target successively	Gagnez {0}% de dégâts de mêlée lorsque vous touchez successivement la même cible
Conditions/GainMoreFoodFromCookedFood	Text		{0}% food from cooked food	{0}% de nouriture provenant d'aliments cuits
Conditions/GainMoreFoodFromPlants	Text		{0}% food when eating plants or cooked food made out of plants	{0}% de nourriture en mangeant des plantes ou des aliments cuits à base de plantes
Conditions/GainMovementSpeedFromRunningConsistently	Text		{0}% movement speed after running consistently for a short duration	{0}% de vitesse de déplacement après avoir couru régulièrement pendant une courte durée
Conditions/GainRangeDamageFromShooting	Text		Gain 2% range damage every time an enemy is shot, stacks up to {0} times	Gagnez 2 % de dégâts à distance à chaque fois qu'un ennemi est touché, cumulable jusqu'à {0} fois
Conditions/GainRangeDamageIncreaseFromStandingStill	Text		{0}% range damage after standing still for a short duration	{0}% de dégâts distance après être resté immobile pendant une courte durée
Conditions/GodMode	Text		You are in god mode	Vous êtes en mode dieu
Conditions/HealOverTime	Text	"For example ""+5 health every second"""	{0} health every sec	{0} points de vie toutes les secondes
Conditions/HealOverTimePercentage	Text	"For example ""+5% health every second"""	{0}% health every sec	{0}% de santé toutes les secondes
Conditions/HealingPotionAddHealOverTime	Text		Healing potions also heal for {0}% of health gained from the potion over time	Les potions de soin soignent également {0}% des points de vie gagnés au fil du temps
Conditions/HealthAddition	Text	{0} will be replaced by +10 for example so it says +10 health which can appear on an item description	{0} health	{0} santé
Conditions/HealthAdditionPercentage	Text		{0}% health	{0}% de santé
Conditions/HealthReduction	Text		{0} health	{0} santé
Conditions/HungerAddition	Text		{0} food	{0} nourriture
Conditions/ImmuneToAcid	Text		Immune to acid damage	Immunisé contre les dégâts d'acide
Conditions/ImmuneToBurning	Text		Immune to burning	Immunisé contre les brûlures
Conditions/ImmuneToDamageAfterRespawn	Text		Immune to damage	Immunisé contre les dégâts
Conditions/ImmuneToMold	Text		Immune to mold infection	Immunisé contre les moisissures
Conditions/ImmuneToPoison	Text		Immune to poison	Immunisé contre le poison
Conditions/ImmuneToRadioactiveDamage	Text		Immune to radioactive damage	Immunité contre les dégâts radioactifs
Conditions/ImmuneToSlimeSlow	Text		Immune to being slowed by slime	Immunisé contre le ralentissement par le slime
Conditions/ImmuneToSlipperyMovement	Text		Immune to slippery movement	Immunisé aux mouvements glissants
Conditions/ImmuneToStun	Text		Immune to stun	Immunisé contre l'étourdissement
Conditions/IncreaseCritChanceAfterPoisonApply	Text		{0}% critical hit chance for a short duration after successfully applying poison	{0}% de chances de coup critique pendant une courte durée après avoir appliqué du poison avec succès
Conditions/IncreasedAppliedStunDuration	Text		{0}% longer stun durations	{0}% de durées d’étourdissement plus longues
Conditions/IncreasedArmorPercentageWhileAdjacentToWater	Text		{0}% armor while adjacent to water	{0}% d'armure lorsqu'il est adjacent à l'eau
Conditions/IncreasedBoatSpeed	Text		{0}% boat speed	{0}% de vitesse du bateau
Conditions/IncreasedChanceForHigherRarityFish	Text		{0}% chance for higher rarity fish to bite	{0}% de chances que les poissons les plus rares mordent
Conditions/IncreasedChanceToGetFish	Text		{0}% chance to get a fish on the hook	{0}% de chances d'attraper un poisson
Conditions/IncreasedChanceToGetFishLoot	Text		{0}% chance to get a valuable or other non-fish item on the hook when fishing	{0}% de chances d'attraper un objet ou un objet de valeur a la place d'un poisson lors de la pêche
Conditions/IncreasedCharmDuration	Text		{0}% longer duration of applied charm effects	{0}% de durée supplémentaire des effets de charme appliqués
Conditions/IncreasedDamageAgainstBosses	Text		{0}% damage against bosses	{0}% de dégâts contre les boss
Conditions/IncreasedDamageBasedOnTargetRemainingHealth	Text		Deal up to {0}% more damage based on targets remaining health	Inflige jusqu'à {0}% de dégâts supplémentaires en fonction de la santé restante de la cible
Conditions/IncreasedDamageTakenPercentage	Text		{0}% damage taken	{0}% des dommages subis
Conditions/IncreasedDashDuration	Text		{0}% longer dash duration	{0}% de durée d'esquive
Conditions/IncreasedExplosivesDamage	Text		{0}% explosives damage	{0}% de dégâts d'explosifs
Conditions/IncreasedFishing	Text		{0} fishing	{0} pêche
Conditions/IncreasedHealthRegenEffectiveness	Text		{0}% more healing from health over time regeneration	{0}% de soins supplémentaires par la régénération
Conditions/IncreasedMaxHealth	Text		{0} max health	{0} santé maximale
Conditions/IncreasedMaxHealthPermanent	Text		{0} max health	{0} santé maximale
Conditions/IncreasedPickUpRadius	Text		{0}% pickup radius	{0}% de rayon de récupération
Conditions/IncreasedRodRange	Text		{0}% fishing rod throw range	{0}% de portée de lancer de la canne à pêche
Conditions/InfectedWithMold	Text		{0}% movement speed, increasingly slows down movement from mold infection	{0}% de vitesse de déplacement, ralentit de plus en plus le mouvement dû à l'infection par les moisissures
Conditions/KillsIncreaseCritChance	Text		Killing an enemy increases critical hit chance by 3%, stacks up to 5 times	Tuer un ennemi augmente les chances de coup critique de 3%, cumulable jusqu'à 5 fois
Conditions/KingOfSlimes	Text		You are the king of slimes	Tu es le roi des slimes
Conditions/LarvaDisguise	Text		Disguised as a larva	Déguisé en larve
Conditions/LifeOnHit	Text		{0} life on melee hit	{0} vie en cas de coup au mêlée
Conditions/LongerCookedFoodBuffs	Text		{0}% longer cooked food buff durations	{0}% de durées d'amélioration des plats cuisinés plus longues
Conditions/LookLikeGhost	Text		You look like a ghost	Tu ressembles à un fantôme
